Itterate ,RMS_Error ,MAX_ABS_U_Error ,MAX_ABS_U_Error_position_R ,MAX_ABS_U_Error_position_C ,MAX_ABS_V_Error ,MAX_ABS_V_Error_position_R ,MAX_ABS_V_Error_position_C ,MAX_RS_Error ,MAX_RS_Error_Position_R ,MAX_RS_Error_Position_C ,Bulk_Velocity_ABS_Error ,Bulk_Velocity_ABS_Error_Position_R ,Bulk_Velocity_ABS_Error_Position_C
1500,0.4076240905699301,0.002447256911605928,87,63,0.0007217021905677294,69,89,5.565025158882988,81,67,0.00022640533173391318,96,63
1600,0.4186060628141385,0.002934478971221852,8,52,0.0006457399267401874,69,87,2.0234320596629853,6,2,0.0002546436786039939,98,52
1700,0.619787571688839,0.001051710799814234,4,55,0.0016979424625129698,67,87,18.73035866795656,2,94,0.0001220077688819704,74,90
1800,0.841723851260744,0.0036638976819454716,92,57,0.0008606127273833187,69,6,12.267512786718475,2,26,0.00043948286046208845,97,59
1900,0.2558331245724107,0.0016490819998401796,98,50,0.0011908511964147314,66,90,3.0379147082215416,2,91,0.00025216233501856953,99,54
2000,0.33832955080125937,0.0020815674887210926,46,55,0.0007585728031232822,66,85,3.4404176685125583,14,100,0.0001359913461141532,96,50
2100,1.8117915105465614,0.0022019745895999407,95,54,0.00030502342388865483,62,82,85.08178625704004,2,19,0.00028560107124685555,97,57
2200,0.5757040070306652,0.0015729936473767923,10,55,0.0010671505660916417,65,90,4.967582479936952,3,72,8.200849137337965e-5,93,63
2300,0.48072453324172315,0.002280394037779051,7,52,0.0004489466129508632,51,5,4.045707073148799,15,100,0.00013900192162380042,98,53
2400,0.14927816721329124,0.0007301793378805682,47,59,0.0007181219199454553,61,83,2.1333667398743676,2,9,5.1650079745263e-5,66,85
2500,0.8133472835194744,0.001966349253959601,80,54,0.000527788980376389,62,86,12.08756926503199,2,75,0.00023199069715053745,97,57
2600,0.4245159748004395,0.0008062291980510549,4,53,0.00026681916527418817,63,47,8.93769750280036,2,96,7.015179144791162e-5,100,53
2700,0.20387346033457784,0.0015700132189114951,94,49,0.0007300712817130198,61,85,1.573564084455033,6,2,0.0001895881999180093,97,56
2800,0.466008122236452,0.001385561991656875,96,52,0.00022548564991630576,60,78,16.72528454086677,2,90,0.00019931122646658916,98,55
2900,0.40916940362536813,0.0012376715293961084,78,54,0.00035379525556852864,58,85,4.702598716303537,2,79,0.00011537516891514535,95,60
3000,0.7018096225457501,0.0012279181655375799,41,55,0.00042998501498749467,62,88,25.34516224370922,2,2,0.00015726192197277038,98,57
3100,0.15772824277258377,0.0008289513850777107,34,53,0.00023241378221982092,60,76,1.4116140762268266,11,2,3.155250484072718e-5,100,55
3200,0.7344490643060053,0.001382151438000598,7,50,0.00042354787293577903,57,84,11.948119418909169,2,79,0.0001430044121699097,97,56
3300,0.21456964507689033,0.00046089880588941234,3,49,0.0001938587051127441,58,38,4.848952758866853,2,90,2.8556861758261e-5,100,63
3400,0.23127960368586123,0.0012196949945601533,38,53,0.0002913620937107543,57,81,1.7486860560855666,7,2,0.00012706484114768588,97,56
3500,1.223518874738255,0.000590904827792893,98,50,0.00033973977163910193,58,80,93.99159498601662,2,9,9.079120519046423e-5,99,53
3600,0.2665036557074299,0.001126784868341008,81,52,0.0001591070670515296,56,36,3.3510488195501336,2,83,0.00012416253719841133,96,58
3700,0.5570783531613593,0.0008112339432014143,97,53,0.0002914566167466874,57,86,21.751361023334983,7,100,0.00012014614930629369,98,57
3800,0.15333850751008887,0.0007024272778754694,33,51,0.00022365313596682881,59,77,1.6562470085709353,9,2,3.59803872362072e-5,94,62
3900,0.6750361864851389,0.0009552379674447739,80,50,0.0001641853370561372,58,25,13.091212039617238,8,97,0.00012180449674905214,97,55
4000,0.11566380322941035,0.0003158403389364467,76,53,0.00023201967370253818,54,24,1.441412079402805,2,87,2.194369762877589e-5,100,58
4100,0.26148131935658153,0.000938712176557048,8,51,0.00013033731458014092,56,80,2.4387483896142674,2,97,8.560771179559959e-5,97,57
4200,0.45887028618971865,0.00034936860759569345,4,48,0.00023863691804005757,56,78,33.53677666830859,2,91,4.595922457061204e-5,99,52
4300,0.27259519003301635,0.0008096473965243907,79,51,0.00015364041243131482,54,26,3.635837136880679,2,84,9.262760981000248e-5,96,57
4400,0.637211278116482,0.0004939726592717701,5,52,0.00012441508772877488,56,27,23.92066565899457,7,98,6.529845660339147e-5,98,58
4500,0.12367275581974191,0.0005560913711616031,36,51,0.00021319892732222373,56,79,1.3040582622256094,8,2,5.0273693777790843e-5,95,59
4600,0.6012385838236356,0.0006752609609381524,95,50,9.35868699203507e-5,54,76,34.434302990598894,7,96,9.104392725935422e-5,97,55
4700,0.124672110694837,0.0003366699672820042,76,51,0.00016825747948908884,53,23,1.9044914820677568,11,100,2.73482670147796e-5,93,59
4800,0.28011854122137697,0.000627157515512046,32,51,0.00012345219350626269,55,82,4.765307884627711,2,96,7.090064693031882e-5,97,57
4900,0.11755317489782081,0.0001789787619855404,99,49,0.00013545937216584772,57,73,5.862114681304513,2,92,2.9593819309050792e-5,99,51
5000,0.2862633597664702,0.0005725677418694291,77,51,0.0001462999349048852,54,21,4.108506433554574,2,85,6.63033548433025e-5,96,57
5100,0.2557907142300166,0.00030841758349286564,5,51,8.839607231714633e-5,54,26,8.394293881902312,9,98,3.5670975127471624e-5,99,57
5200,0.1442117040840843,0.00046112514400406535,33,50,0.00013500435307369635,55,78,2.0471667094930077,2,95,4.4314806096994e-5,96,58
5300,0.458472393394607,0.0004019751320799847,96,50,9.790067985071538e-5,54,77,26.452080733450774,4,5,5.71654787268382e-5,98,54
5400,0.11773981519324696,0.00033551011257054123,79,50,0.00010114030366368751,52,25,2.913586376007284,11,99,3.2599441989774984e-5,95,57
5500,0.5379338705846122,0.0004147181051139051,34,51,9.543835458579106e-5,55,84,32.63071622559346,2,94,5.473996060529219e-5,97,57
5600,0.08480316700485825,0.00016646691115949387,30,50,0.000103396788732453,58,72,4.13143214857586,2,92,1.4365689529675235e-5,100,51
5700,0.33861354517079745,0.0004280502813735036,79,50,9.146991146442157e-5,54,21,16.55553121275053,10,98,5.2508337099440965e-5,97,55
5800,0.10545936141024057,0.00015205246060267163,4,51,8.772243086264606e-5,53,22,3.160414499796139,9,98,2.2065813847680152e-5,99,57
5900,0.17901574241424087,0.0003709747909108503,29,50,7.990008946433952e-5,54,76,4.290929024829691,2,94,3.4915718487888055e-5,96,58
6000,0.3098975597207755,0.00023548986492399893,97,49,8.137094605948844e-5,54,76,17.97248355161404,3,6,3.466982492031541e-5,98,53
6100,0.14535895569693283,0.0002815155489748547,79,50,7.888194792786407e-5,52,23,5.2002314524677296,13,100,2.9610908769184697e-5,95,57
6200,0.460744697610346,0.00028122682988600224,7,51,5.0975889833694554e-5,56,21,21.505293832106716,2,5,3.681364279568833e-5,98,56
6300,0.077136793407137,0.00016068097758163528,31,50,8.638359892979702e-5,57,74,3.3136398924660995,3,93,9.74257814264105e-6,94,64
6400,0.23961662309295587,0.0003149896660334939,94,51,5.452458680086161e-5,55,21,6.621275304056982,7,2,4.058652420145265e-5,97,55
6500,0.06232622593446417,7.004790455390373e-5,3,50,7.071080416174227e-5,52,21,1.4833697761341378,2,89,1.163321790177349e-5,99,58
6600,0.25144146916808185,0.00027573412613723057,30,50,5.744661222885014e-5,54,79,11.625812196551497,3,94,2.8806376685726158e-5,97,57
6700,0.2818469102889296,0.0001439620276522391,97,49,5.804012878370124e-5,56,73,24.691758326304633,2,7,2.1741796713835998e-5,98,53
6800,0.22204288877502804,0.00022174500096463785,78,50,6.475223596378449e-5,52,21,17.174138998463768,10,98,2.431980493171077e-5,96,56
6900,0.22687835048588262,0.00018592979498277453,6,51,3.617369674038806e-5,55,22,8.273473341329307,6,96,2.3641286612405277e-5,98,57
7000,0.1035916515857514,0.00014832318479462633,31,50,6.332168115191078e-5,56,74,5.712559068611314,4,94,1.1526987872410594e-5,95,61
7100,0.19522756103836156,0.00021336401034163094,94,50,3.8668981570854494e-5,56,19,6.753288479329663,5,3,2.84906887358799e-5,97,55
7200,0.05319629472447487,7.415335098689187e-5,78,48,5.028195494959434e-5,51,22,2.0267873167779613,6,2,5.813169850634337e-6,93,58
7300,0.2384048270552882,0.00019737996910274003,31,51,4.1331240631249655e-5,53,80,10.383894982133553,4,94,2.3256163516522516e-5,97,57
7400,0.07873067582891524,8.094174917432084e-5,98,49,4.520642647821635e-5,57,71,3.243335830569142,2,7,1.277933485614377e-5,99,52
7500,0.1372739154852416,0.00017387354660168986,78,50,4.569859116025643e-5,52,20,4.873611634467551,6,2,2.0187594620297948e-5,96,56
7600,0.10860833425266106,0.00011173563709267111,5,51,3.170978891583326e-5,53,21,2.7014096013376556,7,96,1.5212588645979741e-5,98,56
7700,0.11589370250010607,0.0001294100629398963,29,50,4.3534430340837205e-5,56,73,5.589003552612977,4,94,1.1033691749307711e-5,95,60
7800,0.5486738677393387,0.0001397811093811277,95,50,2.6120042178209846e-5,57,19,52.65622473260486,7,96,1.9119945855740686e-5,97,55
7900,0.06287928193419953,7.755822215560482e-5,78,49,3.8154976903743976e-5,51,22,3.4813246130652185,6,2,7.050144753521868e-6,94,58
8000,0.18040536502543275,0.0001407458198818979,8,51,2.5495846905719544e-5,53,81,7.972439071619521,2,6,1.72338109258683e-5,97,57
8100,0.04365519170073579,3.864078733843701e-5,99,49,3.6978196692814824e-5,58,71,1.4946412771429152,2,90,6.425446198985753e-6,99,52
8200,0.13142917127515635,0.00013399850562353932,92,51,3.0188125783644354e-5,52,20,7.246367027107941,5,3,1.6200379565422564e-5,96,56
8300,0.06032678588688458,6.32101513914074e-5,4,51,2.666603648705801e-5,52,21,2.3794121184414045,7,96,9.25958041404426e-6,99,56
8400,0.1647139491112792,0.00010517930248067457,29,50,3.0695341468722076e-5,55,74,13.053839345559064,2,6,1.004480043150912e-5,96,58
8500,0.106749290661518,9.046608361885922e-5,96,50,1.988524551730514e-5,54,75,5.0116201848771516,4,4,1.286131852005351e-5,98,54
8600,0.07134808470861788,7.071620822000826e-5,78,49,2.9915097670061425e-5,51,21,3.7639739700990082,6,2,6.976584085330133e-6,95,57
8700,0.11036783258102002,9.790328542870399e-5,7,51,1.4495782305147531e-5,52,82,3.49570650977152,3,5,1.213264144275892e-5,97,57
8800,0.03402326373409872,3.366161061602903e-5,30,49,2.8891143766390792e-5,58,71,1.820519219012941,3,5,2.7134692759632484e-6,100,51
8900,0.11787516101873577,9.831694599099494e-5,93,51,2.0425461571951797e-5,53,20,7.444824591865089,5,3,1.2347084232111095e-5,97,55
9000,0.03942441474940516,3.450286196789642e-5,4,50,2.094304292521096e-5,51,21,1.8351612922458678,5,3,5.158082341151157e-6,99,56
9100,0.09107908679575127,8.153565673653298e-5,10,50,2.153487965083148e-5,54,76,4.35174712698343,2,6,8.656531103902292e-6,96,58
9200,0.05935842304473596,5.6005438872616664e-5,97,50,1.6634424942370968e-5,55,73,2.1140025670799982,4,4,8.293775355369681e-6,98,53
9300,0.10905862270209155,6.0880363494587864e-5,78,50,2.2247594064328524e-5,51,21,9.293921661696336,5,3,6.4787436348657905e-6,95,57
9400,0.07354630100148415,6.470413868278667e-5,6,51,9.387890812655869e-6,55,20,3.088592377407513,4,4,8.41826495565079e-6,98,56
9500,0.04417555050131076,3.586090233393714e-5,29,50,2.161036198016636e-5,57,71,3.2957638227650943,3,5,2.3351891040592453e-6,94,64
9600,0.11350528524027094,6.953119791605622e-5,94,51,1.3489763443369496e-5,54,19,8.939285488911406,7,96,9.038567157235514e-6,97,55
9700,0.03354371595757884,1.7172812746341776e-5,3,50,1.6578310090758358e-5,51,22,2.5179471918151015,5,3,2.4466382708135045e-6,99,57
9800,0.07400236234472932,6.181728948762878e-5,9,51,1.4237015251147844e-5,53,77,4.078606225609794,3,5,6.953258310109928e-6,97,57
9900,0.03439393871971245,3.2375793101169226e-5,97,49,1.4256392748154129e-5,57,71,1.413145278865133,3,5,4.950629618903982e-6,98,53
10000,0.08324512961253423,5.0239852357185366e-5,91,51,1.5798511239402402e-5,51,21,6.383616857749118,5,3,5.654416964652811e-6,96,56
10100,0.04682942377993848,4.1136991492227507e-5,6,51,8.432510279963307e-6,53,20,1.9927794404850048,4,4,5.649082609630873e-6,98,56
10200,0.059779545421659634,3.340627744607451e-5,29,50,1.593320664492609e-5,57,71,5.123734568451764,3,5,2.674698004118299e-6,95,61
10300,0.1039596589128833,4.7931012085174196e-5,95,51,8.138581086464952e-6,55,19,8.53143570930241,7,96,6.427142721652027e-6,97,55
10400,0.03554173165260566,1.547889465748414e-5,77,49,1.3234393453864096e-5,50,22,2.4507439958171098,7,96,1.2616630051202199e-6,93,58
10500,0.05611207931547232,4.547350003499678e-5,8,51,8.873148392780222e-6,53,79,2.534410722804983,4,4,5.3606379177267155e-6,97,57
10600,0.019318715840656718,1.742627531710339e-5,98,49,1.1878729013491823e-5,58,71,0.7920213185305787,3,5,2.785777156594227e-6,99,52
10700,0.07306957846657196,3.97091651998735e-5,92,51,1.1036970894280629e-5,51,21,5.912165054348163,7,96,4.67701667227708e-6,96,56
10800,0.028868511017797464,2.5221864823051464e-5,5,51,7.2931101149538435e-6,52,21,1.3583449054267969,7,96,3.562964527545863e-6,98,56
10900,0.03933165831043529,2.8739504441353987e-5,11,50,1.152540933484214e-5,56,72,2.6183190370502762,3,5,2.6633522928723626e-6,95,60
11000,0.07670157927070531,3.2066417336433506e-5,95,50,4.591926028949672e-6,53,76,6.595251817751472,4,4,4.411331758591257e-6,97,55
11100,0.1316473759573182,1.6617424413978808e-5,77,49,1.0290497840143714e-5,50,22,12.863932146788597,7,96,1.5409488737807252e-6,94,58
11200,0.04526264985783789,3.2305024544431425e-5,8,51,5.271165768903213e-6,52,80,2.9525585490005506,4,4,3.976910148764667e-6,97,56
11300,0.013504454707568933,8.509958748070812e-6,99,49,9.545854447821217e-6,58,70,0.8161649875765421,4,4,1.4164771363900375e-6,99,51
11400,0.08764149724854099,3.0133993969706785e-5,93,51,7.5151183066626825e-6,52,20,8.024392375769319,7,96,3.6693545581410747e-6,96,56
11500,0.016926875096473226,1.4600622575372361e-5,4,50,6.223267382490794e-6,51,21,0.9051620354689403,7,96,2.1083602151248867e-6,99,55
11600,0.03157428568087677,2.3615069593748567e-5,11,50,8.041677205628678e-6,56,72,1.828122417031192,4,4,2.403386284112116e-6,96,58
11700,0.15048690008273508,2.0564064199063425e-5,96,50,4.409724985662139e-6,54,74,14.738802639016257,4,4,2.944875494147181e-6,98,54
11800,0.0355499720072572,1.5680046462880973e-5,78,49,7.74182603630394e-6,50,22,2.9827107701277624,7,96,1.587679067375624e-6,95,57
11900,0.036493861630216666,2.216093735521365e-5,7,51,2.9823161109276963e-6,62,97,2.7775323952880435,4,4,2.8402054610965344e-6,97,56
12000,0.014012123608405336,7.33547577825254e-6,29,49,7.4706577480217196e-6,58,70,1.082054027044827,4,4,6.161606358884297e-7,100,51
12100,0.039326197963699884,2.217962710680116e-5,93,51,4.8578620315681276e-6,52,20,2.663859943698508,7,96,2.7985793007393595e-6,97,55
12200,0.009588971368738208,7.85191932698619e-6,4,50,5.258477046701793e-6,50,22,0.4348072332088051,7,96,1.1826429851657244e-6,99,55
12300,0.029598714507088147,1.8629189595146048e-5,10,51,5.3798230538019964e-6,54,74,2.196964117618436,4,4,2.021456261365115e-6,96,58
12400,0.04346844455730948,1.2558600788595276e-5,97,50,4.0808277469300824e-6,56,72,4.1089479048117825,4,4,1.8679320428413582e-6,98,53
12500,0.023587360902065285,1.369064069923348e-5,90,51,5.682743962159148e-6,50,22,1.5813949439502077,7,96,1.4845610751229414e-6,95,57
12600,0.024224795925878943,1.4690542383085856e-5,6,51,1.8168503514472134e-6,54,20,1.825006234965194,4,4,1.9611051549281444e-6,98,56
12700,0.01636615442409988,7.882180795081017e-6,29,50,5.700925488801023e-6,58,70,1.3954441254221694,4,4,5.670756028828237e-7,94,62
12800,0.029228875904781515,1.5829137420507455e-5,94,51,2.933666977948668e-6,53,20,2.1457573094338067,4,4,2.066471598655313e-6,97,55
12900,0.007078936176618914,3.832495202703984e-6,3,50,4.331895560070326e-6,50,22,0.48543538752992843,4,4,5.739343576834782e-7,99,56
13000,0.029856810953123966,1.4137545908229215e-5,9,51,3.445785633302695e-6,53,75,2.5604475521996126,4,4,1.6119268426402836e-6,97,56
13100,0.01807798768704175,7.2588442332904846e-6,97,49,3.5990978880240387e-6,57,70,1.638348621824972,4,4,1.114010690881316e-6,98,53
13200,0.01900365872549609,1.1329077054408887e-5,91,51,4.0621920942250644e-6,50,21,1.1831955633683782,4,4,1.2858480061524527e-6,96,57
13300,0.014330173099343197,9.39769367453401e-6,6,51,1.8161064501698299e-6,52,20,0.9986842426757432,4,4,1.3031678964886204e-6,98,56
13400,0.019326592752518502,7.467441326721412e-6,12,50,4.218935138342039e-6,57,70,1.7533485491525658,4,4,6.408886604656293e-7,95,60
13500,0.024979008043586506,1.0910200933203495e-5,95,51,1.6273036101905128e-6,52,5,2.1381518633400156,4,4,1.4681725905478851e-6,97,55
13600,0.007335443170413251,3.2984484748810328e-6,77,49,3.4587936012693554e-6,50,22,0.5817105046590871,4,4,2.7917767272131813e-7,93,59
13700,0.027386680763970883,1.0352696958353808e-5,8,51,2.086011457864273e-6,53,78,2.4790238017959223,4,4,1.2470044462274676e-6,97,56
13800,0.012846016272842516,3.934645690234495e-6,98,49,3.0475796532827837e-6,58,70,1.208573413128011,4,4,6.312125894435139e-7,99,53
13900,0.016224800490159265,8.970089122331548e-6,92,51,2.7995332555763586e-6,51,21,1.1900191367391735,4,4,1.0617660842213508e-6,96,57
14000,0.008061646717716881,5.755409991197759e-6,5,51,1.727832057912132e-6,51,21,0.5071274376830479,4,4,8.217687498205534e-7,98,56
14100,0.022174986625091597,6.523559644999212e-6,11,50,3.016829563159268e-6,57,70,2.0883256526324803,4,4,6.256152176469833e-7,95,60
14200,0.020100482026793553,7.258304437950114e-6,95,51,9.760887484354386e-7,53,75,1.8226527144345188,4,4,1.0030272538721907e-6,98,54
14300,0.00782348045175999,3.654723053198982e-6,77,49,2.6845420065604864e-6,50,23,0.6456686412097463,4,4,3.483886558811912e-7,94,59
14400,0.01941662566377194,7.348220593552876e-6,8,51,1.2774293047298352e-6,58,97,1.751325939491511,4,4,9.240863173554104e-7,97,56
14500,0.013854977265125343,1.914280248010991e-6,99,49,2.489958047679e-6,58,69,1.3489857073420213,4,4,3.1861569462811323e-7,99,51
14600,0.013912244877683918,6.840812928468609e-6,93,51,1.8432906835549878e-6,51,21,1.1265790342361126,4,4,8.358061719827142e-7,96,56
14700,0.004482822848403563,3.317358750031061e-6,4,50,1.5653690724412583e-6,50,22,0.267618124790554,4,4,4.881234664652276e-7,99,54
14800,0.021924778965213672,5.375837132670647e-6,10,51,2.0790679255526523e-6,56,71,2.0947743344278056,4,4,5.595614928632919e-7,96,58
14900,0.0131733627834546,4.655534540737305e-6,96,49,1.0426765553704642e-6,55,73,1.2047482922794046,4,4,6.68541336867369e-7,98,53
15000,0.007861901774675342,3.4898781418948865e-6,90,51,2.0257305486763577e-6,50,22,0.6675230799970803,4,4,3.595075289122493e-7,95,57
15100,0.011935457396580022,5.05515350851353e-6,7,51,7.318265052604078e-7,59,98,1.044610158638747,4,4,6.571774929398783e-7,97,56
15200,0.013948842343430716,1.5883694876386856e-6,13,49,1.9649802786743387e-6,58,69,1.3649313322314063,4,4,1.4081481737116333e-7,66,84
15300,0.01150059416509453,5.039252862749921e-6,93,51,1.1787509368432064e-6,49,6,0.9844740884746885,4,4,6.385727485463608e-7,97,55
15400,0.003038426236468294,1.779456936425259e-6,4,50,1.3555860734794367e-6,50,23,0.2266953672202223,4,4,2.742314046321956e-7,99,54
15500,0.016929470732832432,4.23628809024211e-6,10,51,1.3724761157296594e-6,55,72,1.612714626901168,4,4,4.6972522278407314e-7,96,58
15600,0.006975423880332161,2.8506317094473266e-6,97,49,1.0138745854607056e-6,57,71,0.6222505268702601,4,4,4.2454673000388854e-7,98,53
15700,0.007418420754177,3.0797855187364442e-6,91,51,1.481249573508786e-6,50,22,0.645524574529578,4,4,3.3640291881775405e-7,95,57
15800,0.007026625534744691,3.353323227180908e-6,6,51,3.7758470375001685e-7,60,99,0.5893218981401486,4,4,4.5245324972655737e-7,98,56
15900,0.011889955877313875,1.7661751566620115e-6,13,50,1.4989056995057953e-6,57,69,1.1598738976889467,4,4,1.3493663169336992e-7,94,62
16000,0.008853684983038844,3.5952942109215846e-6,94,51,7.193779376730644e-7,50,5,0.7784798246588922,4,4,4.706954005286382e-7,97,55
16100,0.0029314896035255596,8.719245718298487e-7,3,50,1.1287254584289863e-6,50,23,0.26144485910117365,4,4,1.3302143272476974e-7,99,54
16200,0.011344539054090991,3.216344469585998e-6,9,51,8.606394069372164e-7,55,96,1.0665408577803441,4,4,3.737185798984022e-7,97,56
16300,0.0035949125796134384,1.644437433834245e-6,97,49,9.19883198433058e-7,57,70,0.311672967792749,4,4,2.5280194511020926e-7,98,53
16400,0.006584140696667058,2.5600822854826566e-6,91,51,1.0522186655488597e-6,48,8,0.5837463073304969,4,4,2.9232335902861645e-7,96,57
16500,0.00398270103247681,2.1406976848858603e-6,6,51,4.214860466859871e-7,51,19,0.31554612599286547,4,4,3.0099843195859066e-7,98,54
16600,0.009166174676063116,1.6875052932770543e-6,12,50,1.1056384842337424e-6,57,69,0.8880883866241502,4,4,1.5002471026679537e-7,95,60
16700,0.006209527641250693,2.479181537173858e-6,95,51,4.091016644848164e-7,51,4,0.5496910927306835,4,4,3.341341236464887e-7,97,55
16800,0.0030748616260405557,7.085986107376735e-7,76,49,9.072426140621648e-7,50,23,0.2850839686261885,4,4,6.184446435649957e-8,93,59
16900,0.007323739360561415,2.3588146210095848e-6,8,51,5.480893799422043e-7,55,97,0.6761893583457322,4,4,2.882961272982279e-7,97,56
17000,0.0027152523304308195,8.896595495300197e-7,98,49,7.906737886035492e-7,58,69,0.25034767310077805,4,4,1.4305572089336888e-7,99,53
17100,0.005492588248879485,2.0334743882771678e-6,92,51,7.268072827731203e-7,48,7,0.4928551454744417,4,4,2.416966367003656e-7,96,57
17200,0.002158289623771242,1.311785941813734e-6,5,50,4.286510968329327e-7,50,21,0.15782451937245953,4,4,1.9002142097931246e-7,98,54
17300,0.006763314777604795,1.4783240019000318e-6,11,50,7.869723902282494e-7,57,69,0.6492823787640783,4,4,1.4548890041408274e-7,95,60
17400,0.0039340437126727384,1.6500477159758775e-6,95,51,2.1792770075329537e-7,53,75,0.3445193613417088,4,4,2.2845054345466131e-7,98,53
17500,0.0030364815657537903,8.057451235670039e-7,76,51,7.05951111210773e-7,48,10,0.283035877762917,4,4,7.823522815524064e-8,94,59
17600,0.004656439312731019,1.6744747283999398e-6,8,50,3.2782696527192123e-7,56,97,0.42107503073484365,4,4,2.1329307746831977e-7,97,56
17700,0.0026327014779120007,4.3274703023787886e-7,99,49,6.497062751478766e-7,58,68,0.25264112400699207,4,4,7.198844969441565e-8,99,51
17800,0.004300732404691783,1.5531379379402077e-6,93,51,4.830549976539075e-7,49,6,0.3880804650477406,4,4,1.902423800107661e-7,96,57
17900,0.00122458957092261,7.575528354446248e-7,4,50,4.0068930870149067e-7,50,23,0.08746806052520438,4,4,1.1273575257868262e-7,99,54
18000,0.004885431682298067,1.2203238912451148e-6,10,50,5.382065363154082e-7,56,69,0.4640891877061164,4,4,1.2964518966186722e-7,96,58
18100,0.00224687362382732,1.0595342435082422e-6,96,49,2.545944543137779e-7,56,72,0.19022397121119713,4,4,1.5230595305608385e-7,98,53
18200,0.0027851160883341545,7.825557712184961e-7,90,53,5.34989253972093e-7,48,9,0.25951367629837213,4,4,8.120097278688926e-8,95,57
18300,0.002890909437779245,1.1524994378868045e-6,7,50,1.8406609614447789e-7,56,98,0.2551168481524252,4,4,1.5165726699028353e-7,97,56
18400,0.002461881228847619,3.516451403812182e-7,13,50,5.135999087187842e-7,57,68,0.2377154015988116,4,4,3.697149005736991e-8,67,84
18500,0.0031588948069652552,1.1448431310109863e-6,93,51,3.062419707908909e-7,49,5,0.2849200834997975,4,4,1.4539745573673157e-7,97,55
18600,0.0009650597686908666,4.065572775779208e-7,4,50,3.5333536036429025e-7,48,12,0.08205113035301224,4,4,6.34959996421991e-8,99,54
18700,0.0034695237830974367,9.625834816399254e-7,10,50,3.5055820203980237e-7,55,69,0.32591671572162945,4,4,1.0852255801462041e-7,96,58
18800,0.0011763309921402445,6.490550885640545e-7,97,49,2.5691781083830856e-7,57,70,0.09293133130841007,4,4,9.667921713803901e-8,98,53
18900,0.00239139828230023,6.94684308015503e-7,91,53,3.9275076631380135e-7,48,8,0.22245229816507534,4,4,7.625265048159455e-8,95,57
19000,0.001724877090973208,7.651590482543949e-7,6,50,9.267632987246255e-8,57,99,0.147330604026925,4,4,1.0435735788016931e-7,98,54
19100,0.002147566771608457,3.961453037305829e-7,12,50,3.914982719937371e-7,57,68,0.20665345338745283,4,4,3.1602799815434734e-8,94,62
19200,0.0021756822825731562,8.180359736681408e-7,94,51,1.8347538382947753e-7,50,5,0.1948823159033513,4,4,1.0722298153346965e-7,97,55
19300,0.0009735713646646337,1.9972395216122894e-7,3,50,2.9746235230901363e-7,48,11,0.0906402896770997,4,4,3.104233540530965e-8,99,54
19400,0.0024156451277848184,7.318796067939948e-7,9,50,2.2822304055099274e-7,53,96,0.22427798857376258,4,4,8.615879629192413e-8,97,56
19500,0.0006709723390720151,3.7447212980490363e-7,97,49,2.3685049298054206e-7,57,69,0.05205886399723351,4,4,5.757183968186502e-8,98,53
